date,name,size,type,price
2015-10-29,soppressata,M,supreme,16.5
2015-10-22,soppressata,S,supreme,12.5
2015-04-17,soppressata,S,supreme,12.5
2015-02-03,soppressata,L,supreme,20.75
2015-10-09,soppressata,S,supreme,12.5
2015-02-21,soppressata,L,supreme,20.75
2015-07-08,soppressata,L,supreme,20.75
2015-12-31,soppressata,S,supreme,12.5
2015-07-10,soppressata,L,supreme,20.75
2015-03-21,soppressata,M,supreme,16.5
2015-01-01,soppressata,L,supreme,20.75
2015-04-10,soppressata,S,supreme,12.5
2015-12-01,soppressata,S,supreme,12.5
2015-05-23,soppressata,L,supreme,20.75
2015-11-29,soppressata,M,supreme,16.5
2015-10-30,soppressata,L,supreme,20.75
2015-07-25,soppressata,L,supreme,20.75
2015-05-11,soppressata,M,supreme,16.5
2015-09-14,soppressata,L,supreme,20.75
2015-05-14,soppressata,S,supreme,12.5
2015-11-03,soppressata,S,supreme,12.5
2015-05-20,soppressata,M,supreme,16.5
2015-10-30,soppressata,L,supreme,20.75
2015-01-11,soppressata,M,supreme,16.5
2015-05-28,soppressata,L,supreme,20.75
2015-02-18,soppressata,M,supreme,16.5
2015-05-28,soppressata,L,supreme,20.75
2015-06-16,soppressata,S,supreme,12.5
2015-08-21,soppressata,M,supreme,16.5
2015-08-02,soppressata,S,supreme,12.5
2015-11-24,soppressata,M,supreme,16.5
2015-09-04,soppressata,L,supreme,20.75
2015-04-15,soppressata,S,supreme,12.5
2015-01-15,soppressata,M,supreme,16.5
2015-05-28,soppressata,S,supreme,12.5
2015-08-25,soppressata,S,supreme,12.5
2015-01-02,soppressata,L,supreme,20.75
2015-03-08,soppressata,M,supreme,16.5
2015-08-02,soppressata,S,supreme,12.5
2015-12-29,soppressata,L,supreme,20.75
2015-05-23,soppressata,M,supreme,16.5
2015-09-09,soppressata,M,supreme,16.5
2015-10-03,soppressata,S,supreme,12.5
2015-09-11,soppressata,S,supreme,12.5
2015-05-27,soppressata,L,supreme,20.75
2015-07-09,soppressata,S,supreme,12.5
2015-05-27,soppressata,L,supreme,20.75
2015-12-15,soppressata,L,supreme,20.75
2015-01-09,soppressata,S,supreme,12.5
2015-04-06,soppressata,L,supreme,20.75
2015-12-29,soppressata,M,supreme,16.5
2015-11-04,soppressata,M,supreme,16.5
2015-11-18,soppressata,L,supreme,20.75
2015-04-26,soppressata,L,supreme,20.75
2015-05-24,soppressata,L,supreme,20.75
2015-08-25,soppressata,L,supreme,20.75
2015-05-24,soppressata,S,supreme,12.5
2015-04-06,soppressata,L,supreme,20.75
2015-05-12,soppressata,S,supreme,12.5
2015-07-04,soppressata,M,supreme,16.5
2015-03-11,soppressata,S,supreme,12.5
2015-07-02,soppressata,M,supreme,16.5
2015-10-22,soppressata,S,supreme,12.5
2015-12-01,soppressata,M,supreme,16.5
2015-05-15,soppressata,L,supreme,20.75
2015-10-06,soppressata,L,supreme,20.75
2015-11-04,soppressata,S,supreme,12.5
2015-07-09,soppressata,L,supreme,20.75
2015-08-20,soppressata,M,supreme,16.5
2015-08-03,soppressata,M,supreme,16.5
2015-02-13,soppressata,S,supreme,12.5
2015-09-05,soppressata,L,supreme,20.75
2015-10-06,soppressata,M,supreme,16.5
2015-04-17,soppressata,L,supreme,20.75
2015-06-14,soppressata,S,supreme,12.5
2015-11-03,soppressata,L,supreme,20.75
2015-03-13,soppressata,M,supreme,16.5
2015-04-06,soppressata,L,supreme,20.75
2015-11-16,soppressata,S,supreme,12.5
2015-08-19,soppressata,L,supreme,20.75
2015-05-15,soppressata,M,supreme,16.5
2015-01-11,soppressata,L,supreme,20.75
2015-06-16,soppressata,L,supreme,20.75
2015-01-20,soppressata,L,supreme,20.75
2015-04-06,soppressata,M,supreme,16.5
2015-09-04,soppressata,S,supreme,12.5
2015-05-14,soppressata,L,supreme,20.75
2015-10-30,soppressata,S,supreme,12.5
2015-12-13,soppressata,L,supreme,20.75
2015-02-03,soppressata,M,supreme,16.5
2015-01-17,soppressata,S,supreme,12.5
2015-10-01,soppressata,L,supreme,20.75
2015-07-05,soppressata,M,supreme,16.5
2015-04-08,soppressata,M,supreme,16.5
2015-08-20,soppressata,L,supreme,20.75
2015-12-16,soppressata,M,supreme,16.5
2015-11-23,soppressata,M,supreme,16.5
2015-08-15,soppressata,L,supreme,20.75
2015-01-18,soppressata,L,supreme,20.75
2015-03-19,soppressata,L,supreme,20.75
2015-09-09,soppressata,S,supreme,12.5
2015-01-14,soppressata,S,supreme,12.5
2015-10-09,soppressata,L,supreme,20.75
2015-08-31,soppressata,L,supreme,20.75
2015-12-11,soppressata,M,supreme,16.5
2015-04-24,soppressata,S,supreme,12.5
2015-08-13,soppressata,S,supreme,12.5
2015-01-27,soppressata,M,supreme,16.5
2015-06-25,soppressata,L,supreme,20.75
2015-04-27,soppressata,M,supreme,16.5
2015-07-30,soppressata,M,supreme,16.5
2015-08-10,soppressata,S,supreme,12.5
2015-05-18,soppressata,M,supreme,16.5
2015-01-28,soppressata,L,supreme,20.75
2015-10-15,soppressata,S,supreme,12.5
2015-07-01,soppressata,S,supreme,12.5
2015-02-10,soppressata,S,supreme,12.5
2015-03-26,soppressata,L,supreme,20.75
2015-04-21,soppressata,S,supreme,12.5
2015-09-05,soppressata,L,supreme,20.75
2015-02-26,soppressata,M,supreme,16.5
2015-11-27,soppressata,L,supreme,20.75
2015-11-27,soppressata,L,supreme,20.75
2015-09-05,soppressata,L,supreme,20.75
2015-06-30,soppressata,S,supreme,12.5
2015-05-07,soppressata,M,supreme,16.5
2015-03-26,soppressata,M,supreme,16.5
2015-01-10,soppressata,L,supreme,20.75
2015-08-21,soppressata,M,supreme,16.5
2015-08-22,soppressata,L,supreme,20.75
2015-12-17,soppressata,L,supreme,20.75
2015-05-07,soppressata,S,supreme,12.5
2015-04-13,soppressata,M,supreme,16.5
2015-11-11,soppressata,M,supreme,16.5
2015-04-29,soppressata,L,supreme,20.75
2015-05-16,soppressata,S,supreme,12.5
2015-07-03,soppressata,L,supreme,20.75
2015-11-08,soppressata,S,supreme,12.5
2015-12-03,soppressata,S,supreme,12.5
2015-08-11,soppressata,M,supreme,16.5
2015-11-08,soppressata,M,supreme,16.5
2015-03-07,soppressata,L,supreme,20.75
2015-04-13,soppressata,L,supreme,20.75
2015-03-19,soppressata,M,supreme,16.5
2015-01-07,soppressata,M,supreme,16.5
2015-01-26,soppressata,S,supreme,12.5
2015-10-21,soppressata,M,supreme,16.5
2015-03-09,soppressata,L,supreme,20.75
2015-03-15,soppressata,M,supreme,16.5
2015-12-28,soppressata,S,supreme,12.5
2015-11-08,soppressata,L,supreme,20.75
2015-08-16,soppressata,S,supreme,12.5
2015-06-26,soppressata,L,supreme,20.75
2015-09-08,soppressata,M,supreme,16.5
2015-06-30,soppressata,M,supreme,16.5
2015-08-17,soppressata,M,supreme,16.5
2015-12-09,soppressata,S,supreme,12.5
2015-09-12,soppressata,S,supreme,12.5
2015-03-19,soppressata,L,supreme,20.75
2015-06-25,soppressata,S,supreme,12.5
2015-05-16,soppressata,M,supreme,16.5
2015-06-25,soppressata,L,supreme,20.75
2015-09-21,soppressata,L,supreme,20.75
2015-11-14,soppressata,L,supreme,20.75
2015-09-08,soppressata,L,supreme,20.75
2015-01-27,soppressata,L,supreme,20.75
2015-11-17,soppressata,M,supreme,16.5
2015-11-19,soppressata,L,supreme,20.75
2015-06-05,soppressata,S,supreme,12.5
2015-08-07,soppressata,L,supreme,20.75
2015-12-21,soppressata,S,supreme,12.5
2015-10-21,soppressata,L,supreme,20.75
2015-05-07,soppressata,L,supreme,20.75
2015-04-23,soppressata,M,supreme,16.5
2015-12-12,soppressata,L,supreme,20.75
2015-06-25,soppressata,L,supreme,20.75
2015-03-30,soppressata,M,supreme,16.5
2015-06-05,soppressata,L,supreme,20.75
2015-05-07,soppressata,L,supreme,20.75
2015-01-17,soppressata,S,supreme,12.5
2015-08-30,soppressata,S,supreme,12.5
2015-04-01,soppressata,L,supreme,20.75
2015-02-26,soppressata,L,supreme,20.75
2015-12-05,soppressata,S,supreme,12.5
2015-11-26,soppressata,M,supreme,16.5
2015-11-27,soppressata,M,supreme,16.5
2015-10-21,soppressata,S,supreme,12.5
2015-02-17,soppressata,M,supreme,16.5
2015-02-11,soppressata,S,supreme,12.5
2015-10-09,soppressata,S,supreme,12.5
2015-06-03,soppressata,L,supreme,20.75
2015-10-16,soppressata,S,supreme,12.5
2015-01-02,soppressata,L,supreme,20.75
2015-09-27,soppressata,L,supreme,20.75
2015-08-30,soppressata,S,supreme,12.5
2015-09-16,soppressata,L,supreme,20.75
2015-07-29,soppressata,M,supreme,16.5
2015-04-21,soppressata,L,supreme,20.75
2015-03-31,soppressata,L,supreme,20.75
2015-03-26,soppressata,M,supreme,16.5
2015-08-06,soppressata,M,supreme,16.5
2015-08-11,soppressata,L,supreme,20.75
2015-04-01,soppressata,L,supreme,20.75
2015-06-03,soppressata,M,supreme,16.5
2015-12-11,soppressata,S,supreme,12.5
2015-09-21,soppressata,S,supreme,12.5
2015-02-25,soppressata,L,supreme,20.75
2015-02-25,soppressata,M,supreme,16.5
2015-08-18,soppressata,L,supreme,20.75
2015-05-08,soppressata,L,supreme,20.75
2015-02-06,soppressata,S,supreme,12.5
2015-10-07,soppressata,S,supreme,12.5
2015-03-14,soppressata,S,supreme,12.5
2015-03-26,soppressata,L,supreme,20.75
2015-11-07,soppressata,M,supreme,16.5
2015-08-29,soppressata,S,supreme,12.5
2015-10-15,soppressata,L,supreme,20.75
2015-02-04,soppressata,L,supreme,20.75
2015-10-25,soppressata,S,supreme,12.5
2015-06-03,soppressata,L,supreme,20.75
2015-11-19,soppressata,L,supreme,20.75
2015-08-18,soppressata,S,supreme,12.5
2015-04-21,soppressata,L,supreme,20.75
2015-04-21,soppressata,M,supreme,16.5
2015-09-09,soppressata,S,supreme,12.5
2015-10-22,soppressata,S,supreme,12.5
2015-03-06,soppressata,S,supreme,12.5
2015-07-17,soppressata,L,supreme,20.75
2015-11-17,soppressata,S,supreme,12.5
2015-09-27,soppressata,L,supreme,20.75
2015-07-17,soppressata,M,supreme,16.5
2015-03-02,soppressata,M,supreme,16.5
2015-01-31,soppressata,S,supreme,12.5
2015-11-08,soppressata,S,supreme,12.5
2015-03-31,soppressata,L,supreme,20.75
2015-03-26,soppressata,L,supreme,20.75
2015-07-17,soppressata,S,supreme,12.5
2015-09-21,soppressata,S,supreme,12.5
2015-02-05,soppressata,S,supreme,12.5
2015-03-31,soppressata,L,supreme,20.75
2015-03-20,soppressata,L,supreme,20.75
2015-06-25,soppressata,M,supreme,16.5
2015-02-26,soppressata,M,supreme,16.5
2015-08-07,soppressata,M,supreme,16.5
2015-08-13,soppressata,L,supreme,20.75
2015-06-03,soppressata,S,supreme,12.5
2015-03-14,soppressata,S,supreme,12.5
2015-05-08,soppressata,L,supreme,20.75
2015-10-25,soppressata,M,supreme,16.5
2015-10-31,soppressata,M,supreme,16.5
2015-06-03,soppressata,S,supreme,12.5
2015-11-27,soppressata,M,supreme,16.5
2015-05-08,soppressata,M,supreme,16.5
2015-06-04,soppressata,L,supreme,20.75
2015-03-02,soppressata,L,supreme,20.75
2015-06-04,soppressata,S,supreme,12.5
2015-01-29,soppressata,M,supreme,16.5
2015-10-22,soppressata,L,supreme,20.75
2015-08-22,soppressata,M,supreme,16.5
2015-10-15,soppressata,M,supreme,16.5
2015-06-19,soppressata,L,supreme,20.75
2015-02-17,soppressata,M,supreme,16.5
2015-07-16,soppressata,L,supreme,20.75
2015-06-19,soppressata,L,supreme,20.75
2015-08-22,soppressata,M,supreme,16.5
2015-09-01,soppressata,L,supreme,20.75
2015-12-18,soppressata,S,supreme,12.5
2015-09-23,soppressata,M,supreme,16.5
2015-11-20,soppressata,L,supreme,20.75
2015-02-28,soppressata,S,supreme,12.5
2015-02-09,soppressata,S,supreme,12.5
2015-06-26,soppressata,M,supreme,16.5
2015-06-08,soppressata,L,supreme,20.75
2015-06-08,soppressata,L,supreme,20.75
2015-09-22,soppressata,M,supreme,16.5
2015-07-15,soppressata,L,supreme,20.75
2015-06-09,soppressata,L,supreme,20.75
2015-03-28,soppressata,L,supreme,20.75
2015-09-01,soppressata,M,supreme,16.5
2015-03-28,soppressata,S,supreme,12.5
2015-09-22,soppressata,M,supreme,16.5
2015-12-18,soppressata,L,supreme,20.75
2015-05-05,soppressata,S,supreme,12.5
2015-01-13,soppressata,M,supreme,16.5
2015-06-29,soppressata,L,supreme,20.75
2015-03-19,soppressata,L,supreme,20.75
2015-06-07,soppressata,L,supreme,20.75
2015-04-27,soppressata,L,supreme,20.75
2015-04-22,soppressata,L,supreme,20.75
2015-06-07,soppressata,M,supreme,16.5
2015-05-17,soppressata,L,supreme,20.75
2015-10-16,soppressata,S,supreme,12.5
2015-01-13,soppressata,L,supreme,20.75
2015-09-23,soppressata,M,supreme,16.5
2015-01-20,soppressata,L,supreme,20.75
2015-01-21,soppressata,S,supreme,12.5
2015-10-31,soppressata,L,supreme,20.75
2015-12-02,soppressata,L,supreme,20.75
2015-02-10,soppressata,L,supreme,20.75
2015-02-10,soppressata,L,supreme,20.75
2015-08-14,soppressata,S,supreme,12.5
2015-09-01,soppressata,S,supreme,12.5
2015-01-19,soppressata,L,supreme,20.75
2015-05-05,soppressata,M,supreme,16.5
2015-01-27,soppressata,S,supreme,12.5
2015-02-16,soppressata,M,supreme,16.5
2015-06-09,soppressata,S,supreme,12.5
2015-07-06,soppressata,M,supreme,16.5
2015-08-22,soppressata,L,supreme,20.75
2015-09-22,soppressata,S,supreme,12.5
2015-05-16,soppressata,S,supreme,12.5
2015-07-14,soppressata,M,supreme,16.5
2015-08-15,soppressata,M,supreme,16.5
2015-07-30,soppressata,L,supreme,20.75
2015-06-29,soppressata,L,supreme,20.75
2015-09-22,soppressata,M,supreme,16.5
2015-06-08,soppressata,S,supreme,12.5
2015-01-09,soppressata,M,supreme,16.5
2015-12-17,soppressata,L,supreme,20.75
2015-02-09,soppressata,L,supreme,20.75
2015-06-08,soppressata,L,supreme,20.75
2015-02-28,soppressata,M,supreme,16.5
2015-07-14,soppressata,L,supreme,20.75
2015-05-05,soppressata,L,supreme,20.75
2015-01-19,soppressata,M,supreme,16.5
2015-09-22,soppressata,L,supreme,20.75
2015-02-16,soppressata,S,supreme,12.5
2015-10-16,soppressata,L,supreme,20.75
2015-09-22,soppressata,L,supreme,20.75
2015-03-28,soppressata,L,supreme,20.75
2015-09-22,soppressata,L,supreme,20.75
2015-07-06,soppressata,L,supreme,20.75
2015-01-20,soppressata,L,supreme,20.75
2015-08-16,soppressata,S,supreme,12.5
2015-11-26,soppressata,L,supreme,20.75
2015-02-05,soppressata,M,supreme,16.5
2015-09-10,soppressata,M,supreme,16.5
2015-01-13,soppressata,S,supreme,12.5
2015-09-10,soppressata,S,supreme,12.5
2015-11-09,soppressata,M,supreme,16.5
2015-02-28,soppressata,L,supreme,20.75
2015-12-06,soppressata,L,supreme,20.75
2015-07-06,soppressata,S,supreme,12.5
2015-09-02,soppressata,M,supreme,16.5
2015-11-14,soppressata,L,supreme,20.75
2015-05-06,soppressata,L,supreme,20.75
2015-06-29,soppressata,S,supreme,12.5
2015-03-27,soppressata,L,supreme,20.75
2015-01-20,soppressata,L,supreme,20.75
2015-03-30,soppressata,M,supreme,16.5
2015-02-10,soppressata,L,supreme,20.75
2015-08-13,soppressata,M,supreme,16.5
2015-02-03,soppressata,S,supreme,12.5
2015-02-16,soppressata,L,supreme,20.75
2015-11-26,soppressata,S,supreme,12.5
2015-12-08,soppressata,S,supreme,12.5
2015-03-27,soppressata,M,supreme,16.5
2015-08-17,soppressata,S,supreme,12.5
2015-03-15,soppressata,S,supreme,12.5
2015-01-28,soppressata,L,supreme,20.75
2015-06-06,soppressata,M,supreme,16.5
2015-12-08,soppressata,M,supreme,16.5
2015-07-13,soppressata,S,supreme,12.5
2015-02-05,soppressata,L,supreme,20.75
2015-06-30,soppressata,M,supreme,16.5
2015-08-17,soppressata,L,supreme,20.75
2015-07-16,soppressata,L,supreme,20.75
2015-09-26,soppressata,L,supreme,20.75
2015-02-27,soppressata,S,supreme,12.5
2015-09-10,soppressata,M,supreme,16.5
2015-07-16,soppressata,L,supreme,20.75
2015-12-09,soppressata,M,supreme,16.5
2015-04-12,soppressata,L,supreme,20.75
2015-01-07,soppressata,M,supreme,16.5
2015-08-08,soppressata,L,supreme,20.75
2015-11-14,soppressata,L,supreme,20.75
2015-05-06,soppressata,S,supreme,12.5
2015-03-30,soppressata,L,supreme,20.75
2015-01-19,soppressata,L,supreme,20.75
2015-07-30,soppressata,L,supreme,20.75
2015-09-05,soppressata,S,supreme,12.5
2015-05-06,soppressata,S,supreme,12.5
2015-09-10,soppressata,L,supreme,20.75
2015-06-09,soppressata,S,supreme,12.5
2015-11-26,soppressata,M,supreme,16.5
2015-07-30,soppressata,M,supreme,16.5
2015-09-16,soppressata,L,supreme,20.75
2015-09-12,soppressata,L,supreme,20.75
2015-07-15,soppressata,L,supreme,20.75
2015-10-24,soppressata,L,supreme,20.75
2015-05-06,soppressata,M,supreme,16.5
2015-04-27,soppressata,M,supreme,16.5
2015-06-07,soppressata,L,supreme,20.75
2015-08-22,soppressata,L,supreme,20.75
2015-10-08,soppressata,M,supreme,16.5
2015-11-26,soppressata,M,supreme,16.5
2015-07-06,soppressata,L,supreme,20.75
2015-04-22,soppressata,L,supreme,20.75
2015-02-10,soppressata,M,supreme,16.5
2015-10-31,soppressata,S,supreme,12.5
2015-10-23,soppressata,L,supreme,20.75
2015-08-17,soppressata,S,supreme,12.5
2015-12-06,soppressata,M,supreme,16.5
2015-10-09,soppressata,S,supreme,12.5
2015-07-15,soppressata,S,supreme,12.5
2015-02-27,soppressata,S,supreme,12.5
2015-05-17,soppressata,M,supreme,16.5
2015-01-27,soppressata,M,supreme,16.5
2015-11-09,soppressata,M,supreme,16.5
2015-07-15,soppressata,S,supreme,12.5
2015-01-06,soppressata,S,supreme,12.5
2015-03-12,soppressata,S,supreme,12.5
2015-03-10,soppressata,L,supreme,20.75
2015-11-18,soppressata,L,supreme,20.75
2015-05-06,soppressata,S,supreme,12.5
2015-11-09,soppressata,L,supreme,20.75
2015-04-12,soppressata,S,supreme,12.5
2015-10-24,soppressata,S,supreme,12.5
2015-06-25,soppressata,L,supreme,20.75
2015-10-24,soppressata,S,supreme,12.5
2015-11-20,soppressata,L,supreme,20.75
2015-07-01,soppressata,L,supreme,20.75
2015-02-26,soppressata,L,supreme,20.75
2015-05-02,soppressata,M,supreme,16.5
2015-06-28,soppressata,L,supreme,20.75
2015-03-25,soppressata,L,supreme,20.75
2015-10-27,soppressata,M,supreme,16.5
2015-07-19,soppressata,S,supreme,12.5
2015-06-12,soppressata,L,supreme,20.75
2015-01-05,soppressata,M,supreme,16.5
2015-03-08,soppressata,L,supreme,20.75
2015-11-06,soppressata,S,supreme,12.5
2015-01-05,soppressata,S,supreme,12.5
2015-07-19,soppressata,M,supreme,16.5
2015-10-27,soppressata,S,supreme,12.5
2015-08-23,soppressata,L,supreme,20.75
2015-04-19,soppressata,L,supreme,20.75
2015-03-25,soppressata,S,supreme,12.5
2015-04-11,soppressata,S,supreme,12.5
2015-10-14,soppressata,M,supreme,16.5
2015-07-03,soppressata,L,supreme,20.75
2015-12-13,soppressata,L,supreme,20.75
2015-09-29,soppressata,L,supreme,20.75
2015-05-09,soppressata,M,supreme,16.5
2015-07-19,soppressata,S,supreme,12.5
2015-04-30,soppressata,M,supreme,16.5
2015-05-31,soppressata,M,supreme,16.5
2015-12-31,soppressata,L,supreme,20.75
2015-10-07,soppressata,S,supreme,12.5
2015-07-20,soppressata,L,supreme,20.75
2015-10-27,soppressata,L,supreme,20.75
2015-07-11,soppressata,L,supreme,20.75
2015-07-20,soppressata,M,supreme,16.5
2015-10-07,soppressata,M,supreme,16.5
2015-03-25,soppressata,L,supreme,20.75
2015-12-11,soppressata,L,supreme,20.75
2015-04-03,soppressata,L,supreme,20.75
2015-03-13,soppressata,S,supreme,12.5
2015-02-12,soppressata,S,supreme,12.5
2015-07-28,soppressata,S,supreme,12.5
2015-07-31,soppressata,S,supreme,12.5
2015-06-30,soppressata,S,supreme,12.5
2015-04-23,soppressata,L,supreme,20.75
2015-02-12,soppressata,S,supreme,12.5
2015-04-23,soppressata,L,supreme,20.75
2015-12-03,soppressata,L,supreme,20.75
2015-11-06,soppressata,S,supreme,12.5
2015-10-27,soppressata,S,supreme,12.5
2015-12-31,soppressata,L,supreme,20.75
2015-07-28,soppressata,L,supreme,20.75
2015-06-01,soppressata,L,supreme,20.75
2015-04-11,soppressata,L,supreme,20.75
2015-06-23,soppressata,L,supreme,20.75
2015-12-21,soppressata,S,supreme,12.5
2015-04-02,soppressata,S,supreme,12.5
2015-09-06,soppressata,M,supreme,16.5
2015-09-29,soppressata,S,supreme,12.5
2015-09-20,soppressata,L,supreme,20.75
2015-12-27,soppressata,S,supreme,12.5
2015-03-25,soppressata,M,supreme,16.5
2015-09-29,soppressata,S,supreme,12.5
2015-04-19,soppressata,S,supreme,12.5
2015-12-18,soppressata,S,supreme,12.5
2015-04-02,soppressata,L,supreme,20.75
2015-01-18,soppressata,S,supreme,12.5
2015-05-09,soppressata,S,supreme,12.5
2015-09-13,soppressata,S,supreme,12.5
2015-03-09,soppressata,L,supreme,20.75
2015-08-23,soppressata,M,supreme,16.5
2015-06-01,soppressata,L,supreme,20.75
2015-09-07,soppressata,M,supreme,16.5
2015-11-25,soppressata,S,supreme,12.5
2015-11-06,soppressata,M,supreme,16.5
2015-09-29,soppressata,L,supreme,20.75
2015-08-29,soppressata,L,supreme,20.75
2015-06-12,soppressata,L,supreme,20.75
2015-04-19,soppressata,L,supreme,20.75
2015-10-16,soppressata,L,supreme,20.75
2015-07-07,soppressata,M,supreme,16.5
2015-04-11,soppressata,S,supreme,12.5
2015-10-14,soppressata,M,supreme,16.5
2015-11-12,soppressata,L,supreme,20.75
2015-06-13,soppressata,L,supreme,20.75
2015-04-03,soppressata,M,supreme,16.5
2015-04-03,soppressata,S,supreme,12.5
2015-05-10,soppressata,S,supreme,12.5
2015-02-12,soppressata,M,supreme,16.5
2015-02-18,soppressata,M,supreme,16.5
2015-10-14,soppressata,M,supreme,16.5
2015-02-24,soppressata,L,supreme,20.75
2015-06-30,soppressata,L,supreme,20.75
2015-07-31,soppressata,M,supreme,16.5
2015-09-30,soppressata,S,supreme,12.5
2015-04-18,soppressata,L,supreme,20.75
2015-06-13,soppressata,S,supreme,12.5
2015-03-17,soppressata,S,supreme,12.5
2015-02-24,soppressata,S,supreme,12.5
2015-12-04,soppressata,M,supreme,16.5
2015-08-04,soppressata,L,supreme,20.75
2015-12-05,soppressata,L,supreme,20.75
2015-11-28,soppressata,M,supreme,16.5
2015-03-03,soppressata,L,supreme,20.75
2015-04-04,soppressata,S,supreme,12.5
2015-12-28,soppressata,M,supreme,16.5
2015-04-04,soppressata,M,supreme,16.5
2015-01-02,soppressata,L,supreme,20.75
2015-05-19,soppressata,S,supreme,12.5
2015-07-11,soppressata,M,supreme,16.5
2015-05-30,soppressata,L,supreme,20.75
2015-08-16,soppressata,S,supreme,12.5
2015-12-10,soppressata,S,supreme,12.5
2015-05-04,soppressata,S,supreme,12.5
2015-08-04,soppressata,S,supreme,12.5
2015-01-25,soppressata,S,supreme,12.5
2015-02-08,soppressata,M,supreme,16.5
2015-01-09,soppressata,L,supreme,20.75
2015-07-11,soppressata,L,supreme,20.75
2015-04-14,soppressata,L,supreme,20.75
2015-05-10,soppressata,S,supreme,12.5
2015-04-03,soppressata,L,supreme,20.75
2015-01-11,soppressata,L,supreme,20.75
2015-10-07,soppressata,M,supreme,16.5
2015-11-21,soppressata,L,supreme,20.75
2015-12-28,soppressata,L,supreme,20.75
2015-05-19,soppressata,L,supreme,20.75
2015-12-02,soppressata,M,supreme,16.5
2015-12-28,soppressata,L,supreme,20.75
2015-06-18,soppressata,S,supreme,12.5
2015-01-27,soppressata,S,supreme,12.5
2015-04-03,soppressata,M,supreme,16.5
2015-04-03,soppressata,M,supreme,16.5
2015-08-19,soppressata,L,supreme,20.75
2015-06-30,soppressata,M,supreme,16.5
2015-06-27,soppressata,L,supreme,20.75
2015-06-20,soppressata,M,supreme,16.5
2015-02-18,soppressata,M,supreme,16.5
2015-04-26,soppressata,S,supreme,12.5
2015-01-30,soppressata,S,supreme,12.5
2015-09-19,soppressata,M,supreme,16.5
2015-09-13,soppressata,L,supreme,20.75
2015-01-24,soppressata,S,supreme,12.5
2015-02-02,soppressata,L,supreme,20.75
2015-08-12,soppressata,M,supreme,16.5
2015-11-27,soppressata,S,supreme,12.5
2015-10-14,soppressata,S,supreme,12.5
2015-03-03,soppressata,S,supreme,12.5
2015-02-24,soppressata,L,supreme,20.75
2015-07-31,soppressata,L,supreme,20.75
2015-07-20,soppressata,L,supreme,20.75
2015-08-19,soppressata,L,supreme,20.75
2015-04-18,soppressata,S,supreme,12.5
2015-12-02,soppressata,S,supreme,12.5
2015-04-03,soppressata,L,supreme,20.75
2015-05-10,soppressata,M,supreme,16.5
2015-05-09,soppressata,M,supreme,16.5
2015-05-14,soppressata,L,supreme,20.75
2015-06-02,soppressata,M,supreme,16.5
2015-03-19,soppressata,M,supreme,16.5
2015-01-27,soppressata,L,supreme,20.75
2015-02-11,soppressata,L,supreme,20.75
2015-01-17,soppressata,S,supreme,12.5
2015-06-02,soppressata,L,supreme,20.75
2015-04-30,soppressata,S,supreme,12.5
2015-04-29,soppressata,S,supreme,12.5
2015-08-18,soppressata,M,supreme,16.5
2015-12-18,soppressata,S,supreme,12.5
2015-08-15,soppressata,M,supreme,16.5
2015-02-25,soppressata,L,supreme,20.75
2015-07-29,soppressata,L,supreme,20.75
2015-08-29,soppressata,M,supreme,16.5
2015-02-25,soppressata,S,supreme,12.5
2015-04-14,soppressata,L,supreme,20.75
2015-03-09,soppressata,L,supreme,20.75
2015-08-06,soppressata,M,supreme,16.5
2015-03-25,soppressata,M,supreme,16.5
2015-12-14,soppressata,M,supreme,16.5
2015-10-23,soppressata,L,supreme,20.75
2015-03-25,soppressata,S,supreme,12.5
2015-08-09,soppressata,S,supreme,12.5
2015-12-08,soppressata,M,supreme,16.5
2015-01-31,soppressata,M,supreme,16.5
2015-03-16,soppressata,M,supreme,16.5
2015-08-18,soppressata,L,supreme,20.75
2015-07-03,soppressata,S,supreme,12.5
2015-05-18,soppressata,L,supreme,20.75
2015-02-25,soppressata,L,supreme,20.75
2015-11-07,soppressata,S,supreme,12.5
2015-02-01,soppressata,L,supreme,20.75
2015-05-08,soppressata,M,supreme,16.5
2015-11-11,soppressata,L,supreme,20.75
2015-12-10,soppressata,S,supreme,12.5
2015-04-01,soppressata,L,supreme,20.75
2015-01-10,soppressata,S,supreme,12.5
2015-11-27,soppressata,L,supreme,20.75
2015-07-12,soppressata,L,supreme,20.75
2015-01-23,soppressata,L,supreme,20.75
2015-07-18,soppressata,S,supreme,12.5
2015-04-01,soppressata,M,supreme,16.5
2015-04-11,soppressata,S,supreme,12.5
2015-07-05,soppressata,S,supreme,12.5
2015-06-02,soppressata,S,supreme,12.5
2015-10-27,soppressata,L,supreme,20.75
2015-12-17,soppressata,S,supreme,12.5
2015-12-15,soppressata,L,supreme,20.75
2015-06-24,soppressata,L,supreme,20.75
2015-09-10,soppressata,L,supreme,20.75
2015-11-07,soppressata,M,supreme,16.5
2015-09-20,soppressata,S,supreme,12.5
2015-11-11,soppressata,L,supreme,20.75
2015-06-26,soppressata,L,supreme,20.75
2015-03-26,soppressata,L,supreme,20.75
2015-04-20,soppressata,L,supreme,20.75
2015-07-12,soppressata,L,supreme,20.75
2015-06-12,soppressata,L,supreme,20.75
2015-02-01,soppressata,L,supreme,20.75
